Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Rarely,Sales,22,669,3,3,Sales Representative,3,3447,1,No,2,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,671,4,3,Manager,4,19513,4,Yes,2,4,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,675,1,3,Research Scientist,3,2773,0,No,3,3,2,2,2,2
33,No,Travel_Rarely,Sales,8,677,3,3,Sales Executive,3,7104,0,No,3,3,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,679,1,3,Research Scientist,4,6322,1,Yes,2,2,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,680,3,3,Research Scientist,3,2083,1,No,2,3,1,0,0,0
53,No,Travel_Rarely,Sales,1,682,4,3,Sales Executive,1,8381,7,No,2,4,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,683,2,3,Research Scientist,4,2691,1,No,4,2,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,684,1,3,Sales Executive,1,4286,2,No,4,3,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,686,3,3,Laboratory Technician,4,2659,1,Yes,2,3,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,689,3,3,Manufacturing Director,3,9434,1,No,2,3,10,7,7,8
29,No,Travel_Rarely,Sales,3,690,2,3,Sales Executive,3,5561,1,No,5,2,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,691,2,1,Research Scientist,4,6646,1,No,3,3,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,692,3,3,Healthcare Representative,4,7725,3,No,2,1,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,698,3,3,Human Resources,2,10725,2,No,1,4,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,699,2,2,Manufacturing Director,2,8847,2,Yes,2,3,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,700,1,2,Research Scientist,4,2045,0,No,0,3,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,701,4,3,Research Scientist,3,1009,1,Yes,5,3,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,702,1,3,Research Scientist,1,3348,1,Yes,3,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,704,3,2,Laboratory Technician,3,1281,1,No,3,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,705,1,4,Research Scientist,1,2819,2,No,3,4,3,2,0,2
25,No,Travel_Rarely,Sales,8,707,4,4,Sales Executive,2,4851,0,No,4,3,3,2,1,2
38,No,Travel_Rarely,Sales,7,709,4,2,Sales Executive,4,4028,0,No,2,3,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,710,2,1,Research Scientist,4,2720,1,No,5,3,10,7,2,8
48,No,Travel_Rarely,Sales,2,712,2,4,Sales Executive,2,8120,3,No,3,3,2,2,2,2
27,No,Travel_Frequently,Sales,3,714,4,4,Sales Executive,4,4647,1,Yes,3,3,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,715,4,4,Research Scientist,4,4680,3,No,2,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,716,4,4,Laboratory Technician,3,3221,1,Yes,3,3,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,717,4,2,Healthcare Representative,2,8621,1,No,3,4,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,720,1,3,Sales Executive,3,4577,9,No,3,3,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,721,4,2,Healthcare Representative,3,4553,1,No,4,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,722,4,3,Sales Executive,4,5396,1,No,2,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,723,2,3,Sales Executive,3,6796,3,Yes,4,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,724,2,4,Healthcare Representative,4,7625,0,No,4,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,725,3,3,Manufacturing Director,1,7412,1,No,3,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,727,3,3,Research Director,4,11159,3,No,6,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,728,4,3,Sales Executive,1,4960,2,No,2,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,729,4,2,Sales Executive,1,10475,5,Yes,2,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,730,3,4,Research Director,3,14814,3,No,3,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,731,2,2,Manager,4,19141,3,No,2,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,732,1,3,Sales Executive,1,5405,8,No,1,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,733,4,3,Manufacturing Director,1,8793,1,No,4,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,734,4,2,Manager,3,19189,1,No,3,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,738,4,3,Sales Representative,2,3875,7,No,2,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,741,1,1,Research Scientist,2,2216,7,Yes,4,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,742,1,4,Research Director,1,11713,9,No,2,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,743,3,3,Manufacturing Director,3,7861,4,Yes,4,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,744,1,1,Laboratory Technician,3,3708,2,No,5,3,5,2,1,4
47,No,Travel_Frequently,Sales,3,746,4,3,Sales Executive,3,13770,9,Yes,2,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,747,3,3,Sales Executive,4,5304,7,No,2,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,749,3,3,Sales Representative,3,2642,1,No,6,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,752,3,4,Research Scientist,3,2759,6,Yes,2,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,754,4,2,Sales Executive,4,6804,3,No,5,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,757,2,3,Healthcare Representative,3,6142,3,No,2,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,758,2,3,Laboratory Technician,1,2500,1,No,2,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,760,3,4,Human Resources,2,6389,9,No,3,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,762,3,3,Healthcare Representative,4,11103,7,No,1,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,763,4,2,Research Scientist,4,2342,0,Yes,2,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,764,4,2,Healthcare Representative,1,6811,8,No,2,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,766,4,3,Sales Representative,2,2297,1,No,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,769,4,3,Laboratory Technician,4,2450,2,No,4,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,771,4,3,Healthcare Representative,1,5093,2,No,2,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,772,1,3,Laboratory Technician,4,5309,1,No,2,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,773,4,3,Research Scientist,3,3057,6,Yes,0,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,775,2,3,Manufacturing Director,1,5121,3,No,3,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,776,3,2,Manager,1,16856,1,No,3,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,780,4,3,Research Scientist,4,2686,1,Yes,2,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,781,3,3,Sales Executive,4,6180,1,No,5,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,783,2,1,Sales Representative,3,6632,0,No,3,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,784,1,4,Research Scientist,3,3505,1,No,3,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,785,2,4,Sales Executive,3,6397,4,Yes,2,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,786,4,3,Sales Executive,4,6274,1,No,5,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,787,4,3,Manager,1,19859,5,Yes,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,789,1,2,Sales Executive,1,7587,1,No,1,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,791,4,3,Research Scientist,4,4258,0,No,3,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,792,1,1,Laboratory Technician,4,4364,3,No,2,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,793,2,3,Healthcare Representative,3,4335,4,No,3,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,796,4,2,Sales Executive,1,5326,6,No,2,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,797,2,4,Research Scientist,4,3280,2,No,2,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,799,4,3,Manufacturing Director,1,5485,9,Yes,4,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,800,3,3,Sales Executive,4,4342,0,No,3,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,802,4,3,Research Scientist,1,2782,0,Yes,3,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,803,1,4,Manufacturing Director,1,5980,6,Yes,2,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,804,3,2,Research Scientist,1,4381,1,No,3,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,805,1,3,Sales Representative,4,2572,1,No,1,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,806,4,1,Laboratory Technician,3,3833,3,No,2,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,807,3,4,Healthcare Representative,2,4244,1,No,2,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,808,3,3,Sales Executive,1,6500,5,No,1,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,809,2,3,Manager,4,18430,1,No,4,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,811,3,4,Laboratory Technician,1,1601,1,Yes,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,812,3,2,Laboratory Technician,2,2694,1,No,4,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,813,4,3,Laboratory Technician,3,3149,8,No,3,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,815,3,3,Research Director,3,17639,5,No,3,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,816,2,2,Laboratory Technician,1,2319,1,Yes,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,817,3,3,Research Director,3,11691,0,No,3,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,819,1,3,Sales Executive,1,5324,5,No,3,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,820,3,3,Manager,4,16752,1,Yes,3,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,823,3,3,Manufacturing Director,2,5228,0,No,2,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,824,3,4,Research Scientist,3,2700,1,No,3,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,825,4,3,Research Director,2,19246,7,Yes,2,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,826,4,4,Research Scientist,3,2506,3,No,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,827,4,2,Manufacturing Director,4,6062,9,Yes,4,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,828,3,3,Research Scientist,3,4382,6,No,3,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,829,3,3,Human Resources,2,2143,4,No,2,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,830,3,2,Manufacturing Director,3,6162,1,No,3,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,832,1,2,Laboratory Technician,3,5094,6,No,6,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,833,3,2,Manufacturing Director,4,6877,5,Yes,4,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,834,2,2,Research Scientist,3,2274,1,No,3,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,836,2,3,Manufacturing Director,2,4434,1,No,3,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,837,1,2,Healthcare Representative,1,6288,2,No,3,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,838,3,2,Research Scientist,4,2553,1,No,3,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,840,3,3,Sales Executive,4,7654,1,No,3,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,842,3,3,Sales Executive,4,5160,4,No,3,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,843,2,3,Research Director,1,17159,6,No,3,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,844,3,2,Research Director,4,12808,1,Yes,3,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,845,3,3,Manufacturing Director,3,10221,3,No,3,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,846,2,3,Sales Executive,2,4779,1,Yes,2,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,847,3,3,Human Resources,4,3737,0,No,1,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,848,3,2,Research Scientist,3,2366,1,Yes,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,850,4,3,Research Scientist,4,1706,1,No,6,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,851,1,3,Manager,3,16307,2,No,2,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,852,4,3,Healthcare Representative,2,5933,9,No,2,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,854,1,4,Research Scientist,1,3424,7,No,3,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,855,1,4,Sales Executive,1,4037,1,No,5,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,856,3,2,Research Scientist,1,2559,1,No,3,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,857,2,3,Sales Executive,4,6201,1,Yes,1,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,859,2,3,Sales Executive,4,4403,2,No,3,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,861,2,2,Research Scientist,4,3761,9,No,3,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,862,1,2,Sales Executive,4,10934,7,Yes,3,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,864,4,3,Sales Executive,1,10761,4,Yes,2,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,865,3,4,Research Scientist,3,5175,5,No,3,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,867,3,2,Manufacturing Director,4,13826,3,No,3,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,868,4,2,Sales Executive,3,6334,4,No,2,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,869,2,2,Human Resources,4,4936,1,No,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,872,4,2,Manufacturing Director,4,4775,6,No,2,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,874,1,4,Laboratory Technician,4,2818,2,Yes,2,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,875,2,3,Research Scientist,4,2515,5,Yes,2,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,878,1,2,Human Resources,1,2342,0,No,3,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,879,3,3,Sales Executive,1,4194,1,Yes,3,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,880,4,2,Manufacturing Director,3,10685,1,Yes,2,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,881,4,3,Research Scientist,2,2022,1,Yes,3,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,882,4,3,Laboratory Technician,4,2314,0,No,2,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,885,3,2,Sales Executive,1,4256,1,No,1,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,887,3,3,Research Scientist,1,3580,2,No,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,888,1,2,Laboratory Technician,4,3162,0,No,2,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,889,2,3,Sales Executive,2,6524,1,No,3,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,893,2,2,Sales Representative,2,2899,0,No,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,894,3,4,Laboratory Technician,4,5231,2,Yes,1,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,895,4,3,Research Scientist,4,2356,3,Yes,2,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,896,2,2,Sales Representative,3,2800,6,Yes,3,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,897,1,3,Sales Executive,4,11836,5,No,3,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,899,4,2,Manufacturing Director,2,10903,3,No,2,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,900,3,3,Sales Representative,4,2973,5,No,3,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,901,4,3,Research Director,4,14275,6,No,0,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,902,4,3,Healthcare Representative,4,5562,4,No,2,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,903,3,3,Sales Executive,4,4537,0,Yes,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,904,1,3,Sales Executive,2,7642,1,Yes,2,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,905,1,3,Manager,1,17924,1,No,3,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,909,4,2,Human Resources,4,5204,8,No,2,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,910,4,3,Human Resources,2,2277,3,Yes,4,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,911,1,3,Laboratory Technician,4,2795,1,Yes,2,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,912,1,2,Laboratory Technician,4,2532,6,No,5,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,913,2,3,Research Scientist,1,2559,1,Yes,0,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,916,1,3,Sales Executive,4,4908,1,No,3,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,918,4,2,Laboratory Technician,4,2380,9,Yes,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,920,1,3,Manufacturing Director,2,4765,4,No,2,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,922,3,2,Sales Representative,3,2044,1,No,3,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,923,4,3,Research Scientist,4,2693,1,No,3,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,924,3,3,Healthcare Representative,4,6586,0,Yes,2,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,925,4,2,Sales Representative,4,3294,1,Yes,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,926,2,3,Manufacturing Director,3,4171,0,Yes,3,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,927,2,1,Laboratory Technician,4,2778,4,Yes,1,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,930,3,3,Research Scientist,3,2377,5,No,2,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,932,4,3,Laboratory Technician,1,2404,7,Yes,2,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,933,2,3,Research Scientist,3,2318,1,No,2,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,934,2,3,Laboratory Technician,2,2008,1,No,3,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,936,3,2,Sales Executive,3,6244,7,No,6,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,939,3,2,Research Scientist,1,2799,3,Yes,1,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,940,3,2,Healthcare Representative,2,10552,2,Yes,3,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,941,2,2,Sales Representative,3,2329,3,No,2,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,942,4,3,Healthcare Representative,4,4014,1,Yes,2,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,944,1,3,Laboratory Technician,2,7403,4,No,3,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,945,4,3,Research Scientist,3,2259,4,No,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,947,4,3,Sales Executive,3,6932,1,No,2,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,949,2,3,Research Scientist,4,4678,2,No,6,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,950,4,3,Research Director,1,13582,1,No,3,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,951,3,2,Laboratory Technician,2,2332,6,No,3,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,952,3,2,Sales Representative,2,2413,1,Yes,2,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,954,1,2,Sales Executive,2,9705,2,No,2,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,956,3,2,Sales Executive,1,4294,1,No,2,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,957,4,3,Laboratory Technician,1,4721,2,Yes,3,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,958,3,3,Laboratory Technician,3,2519,4,No,6,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,959,4,2,Sales Representative,2,2121,1,Yes,3,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,960,1,3,Laboratory Technician,1,2973,1,No,2,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,961,4,3,Healthcare Representative,4,5855,0,Yes,2,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,964,4,3,Research Scientist,2,3617,8,Yes,2,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,966,3,3,Manufacturing Director,1,6725,1,No,2,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,967,3,2,Sales Executive,4,10325,1,Yes,6,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,969,2,2,Healthcare Representative,4,6949,0,No,3,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,970,1,2,Sales Executive,3,10609,5,No,2,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,972,3,3,Laboratory Technician,2,4447,1,No,5,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,974,3,3,Sales Representative,4,2157,1,No,5,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,975,3,3,Sales Executive,3,4601,1,No,3,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,976,4,3,Manager,4,17099,2,No,2,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,977,4,3,Research Scientist,3,2479,4,No,4,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,981,3,3,Manager,3,14852,6,No,3,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,982,3,3,Sales Executive,3,7264,5,No,2,4,8,4,7,7
38,No,Non-Travel,Sales,10,983,3,3,Sales Executive,4,5666,1,Yes,1,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,984,4,3,Sales Executive,4,7823,6,No,2,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,985,1,4,Sales Executive,3,7880,0,No,3,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,986,2,4,Sales Executive,2,13194,4,Yes,2,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,987,3,4,Manufacturing Director,3,5067,1,Yes,3,4,19,10,2,7
36,No,Non-Travel,Sales,8,990,1,3,Sales Executive,4,5079,4,No,3,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,991,3,2,Research Scientist,1,2321,0,Yes,0,3,3,2,1,2
33,No,Non-Travel,Sales,17,992,4,3,Manager,3,17444,1,No,2,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,994,4,2,Research Scientist,1,2404,6,Yes,5,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,995,2,3,Research Scientist,4,3452,3,No,4,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,996,4,3,Laboratory Technician,4,2270,3,No,2,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,997,4,3,Research Director,4,17399,9,No,1,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,998,3,4,Healthcare Representative,2,5488,1,Yes,2,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,999,1,3,Research Director,3,19419,2,No,2,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,1001,3,3,Laboratory Technician,2,2811,9,No,2,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,1002,4,3,Laboratory Technician,1,3633,1,Yes,2,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,1003,4,3,Sales Executive,4,4163,1,Yes,0,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,1004,1,3,Research Scientist,3,2132,4,Yes,2,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,1005,4,3,Manufacturing Director,3,13973,3,Yes,2,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,1006,3,3,Research Scientist,3,2684,0,No,0,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,1007,4,3,Manufacturing Director,3,10845,6,No,3,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,1009,4,2,Manufacturing Director,3,4377,1,No,6,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,1010,3,2,Laboratory Technician,2,3743,1,Yes,2,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,1011,3,3,Manufacturing Director,1,4148,1,No,1,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,1012,2,3,Research Scientist,4,1051,1,No,2,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,1013,3,3,Manufacturing Director,3,10739,8,No,2,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,1014,3,3,Healthcare Representative,3,10388,1,Yes,3,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,1015,2,4,Research Director,1,11416,0,Yes,4,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,1016,4,2,Research Scientist,1,2600,1,Yes,2,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,1017,2,3,Laboratory Technician,2,2422,0,No,3,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,1018,4,4,Manufacturing Director,4,5472,1,No,2,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,1019,2,1,Laboratory Technician,1,2451,1,No,3,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,1022,1,2,Healthcare Representative,3,4240,2,No,0,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,1024,3,2,Healthcare Representative,3,10999,7,No,3,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,1025,4,3,Manufacturing Director,3,5003,6,No,6,3,2,2,2,1
39,No,Travel_Rarely,Research & Development,1,1026,4,2,Manufacturing Director,4,12742,1,No,3,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,1027,1,3,Manufacturing Director,4,4227,0,No,2,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,1028,2,3,Laboratory Technician,4,3917,1,No,4,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,1029,4,3,Manager,3,18303,6,No,3,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,1030,1,3,Laboratory Technician,4,2380,4,No,5,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,1032,3,2,Manufacturing Director,4,13726,3,Yes,4,3,5,3,4,3
